C0010346	expression present	C0043388
C0684249	parent-child	C0007121
C0036454	parent-child	C0036457
C3280660	parent-child	C0041322
C0031350	synergistic interaction	C0086588
C0016667	expression present	C0008489
C1527407	expression present	C0020072
C0001261	interacts with	C0085269
C0001486	parent-child	C0031351
C0017601	synergistic interaction	C0042133
C0024110	parent-child	C1263903
C0023743	associated with	C0007112
C0022806	contraindication	C0004936
C0041324	synergistic interaction	C0036474
C0024117	expression present	C3266843
C3809042	parent-child	C0398367
C0399378	expression present	C0040262
C0019247	parent-child	C0266589
C0398595	parent-child	C0008445
C0034067	synergistic interaction	C0021831
C0001431	parent-child	C0032000
C1835922	parent-child	C5886841
C0023290	expression present	C0043346
C0043388	expression present	C0011633
C0153375	parent-child	C0030215
C0016667	expression present	C0403529
C1266042	associated with	C0345967
C0006111	ppi	C0014078
C0017612	associated with	C1968593
C0033578	parent-child	C1335409
C0019247	parent-child	C1857795
C0267613	expression present	C0342907
C0003175	synergistic interaction	C0021364
C0043346	expression present	C0007117
C0032763	parent-child	C0021831
C0158570	expression present	C0043346
C1333754	parent-child	C0016978
C0019247	parent-child	C1852280
C0003949	synergistic interaction	C0013502
C0014549	expression present	C4225396
C2750076	parent-child	C1720860
C0025281	interacts with	C0001418
C0001344	expression present	C0037231
C0027697	associated with	C1861329
C0341790	parent-child	C0268919
C0030567	phenotype present	C4225396
C0346109	associated with	C4707898
C0007222	synergistic interaction	C0042870
C0033804	associated with	C0038356
C0030343	parent-child	C5230354
C0019247	parent-child	C1866994
C3553250	parent-child	C0398686
C0340834	parent-child	C5680525
C1850338	parent-child	C0497552
C3890733	expression present	C0265492
C0432487	expression present	C0007112
C1412016	expression present	C0004779
C0029458	indication	C0175695
C0265233	expression present	C0020502
C4552294	parent-child	C5680704
C0080178	expression present	C0399378
C0278996	parent-child	C3887461
C0238196	associated with	C0035305
C5574948	expression present	C0751882
C0949691	expression present	C0950121
C0483368	expression present	C4225396
C2909036	expression present	C0033804
C2930930	parent-child	C4014361
C0265492	expression present	C0032285
C4225396	expression present	C0005461
C0242490	expression present	C2936741
C0013291	parent-child	C0345916
C0023437	expression present	C0282207
C0015674	interacts with	C0011813
C0033804	expression present	C0950121
C2909036	expression present	C0346154
C0011573	off-label use	C0031350
C0349557	synergistic interaction	C0035934
C0812464	parent-child	C5679722
C1857663	expression present	C0155365
C1328479	ppi	C0242994
C1514284	contraindication	C0042842
C0008677	expression present	C0015773
C1846492	off-label use	C0149649
C0262643	synergistic interaction	C0033860
C0268381	parent-child	C5680883
C0025521	parent-child	C4014962
C0009375	expression present	C0265233
C0011615	contraindication	C2937358
C0156146	expression present	C4708600
C0024117	synergistic interaction	C0019112
C0042900	expression present	C1708350
C0039082	parent-child	C2931491
C0027583	ppi	C0023487
C2136733	associated with	C0027697
C0342283	expression present	C0342907
C0347524	parent-child	C0345975
C5680525	parent-child	C2931655
C0334307	parent-child	C0001430
C0339959	indication	C0023418
C0004239	expression present	C0043395
C0393735	expression present	C0432487
C0026769	synergistic interaction	C0036220
C0027765	parent-child	C0027766
C0279639	expression present	C0342907
C0041364	parent-child	C0041182
C2931463	parent-child	C0004903
C0003175	synergistic interaction	C0038358
C0342737	parent-child	C2919304
C1261473	parent-child	C0029463
C0282550	associated with	C0600139
C0206754	synergistic interaction	C0085437
C3554021	parent-child	C1266194
C1378703	associated with	C0004030
C0497552	parent-child	C5192431
C5680498	parent-child	C5679826
C0018190	parent-child	C0268556
C0037231	expression absent	C0472694
C0235833	ppi	C1336052
C0007528	parent-child	C0031873
C0278996	parent-child	C2062986
C0334607	parent-child	C0025286
C0086588	synergistic interaction	C0032987
C0022603	indication	C0035078
C0014752	indication	C0006826
C0026705	expression present	C0206180
C1260326	ppi	C0036337
C0080178	contraindication	C5679572
C1334784	interacts with	C1378703
C0032046	interacts with	C0752120
C3714758	expression present	C0001627
C0280333	interacts with	C4733095
C0399441	parent-child	C5848070
C0022541	expression present	C0349515
C4324548	ppi	C0235974
C0080178	associated with	C0011251
C0006267	contraindication	C0029172
C3887461	parent-child	C0278996
C0007115	synergistic interaction	C0030920
C4707659	associated with	C0004030
C0038016	interacts with	C0041321
C0014057	ppi	C0007117
C0243025	expression present	C3266843
C0155320	parent-child	C0456909
C0007222	contraindication	C0007222
C0265215	parent-child	C4015701
C0024299	associated with	C2237660
C0206682	associated with	C0009363
C0028860	parent-child	C0037231
C0009443	contraindication	C4021780
C0037231	expression present	C0037974
C1864184	parent-child	C0019247
C0013481	parent-child	C1849508
C0032298	expression present	C2676770
C0023968	parent-child	C0023944
C1861172	expression present	C0265292
C1334255	interacts with	C0038165
C4538570	parent-child	C0432233
C0220724	parent-child	C4749918
C0021831	synergistic interaction	C0003949
C0021359	ppi	C0346154
C0155671	synergistic interaction	C0037199
C0751690	expression present	C1302995
C0206754	synergistic interaction	C0027726
C3809173	parent-child	C1847827
C0265345	expression present	C3887926
C0019247	parent-child	C1851184
C0497552	synergistic interaction	C0024205
C0206685	parent-child	C1515868
C0007787	synergistic interaction	C0699889
C4755274	parent-child	C1848030
C5681598	parent-child	C3150738
C4551683	interacts with	C1333092
C0476122	parent-child	C1332598
C1850899	parent-child	C1336982
C1274879	parent-child	C0265316
C0341503	associated with	C5925108
C0004779	expression present	C0011269
C0007273	expression present	C0009714
C0015464	off-label use	C0346180
C0007001	parent-child	C0025521
C0035459	expression present	C2676770
C1848816	interacts with	C0085750
C5680608	parent-child	C1864923
C0030583	associated with	C4707822
C0023182	parent-child	C4021765
C0043459	expression present	C0024302
C1135868	contraindication	C0341712
C0751428	parent-child	C0153656
C0157738	contraindication	C0014852
C0279751	parent-child	C0010606
C0432487	expression present	C0079218
C4551681	expression present	C0238402
C4706258	synergistic interaction	C0011849
C1334445	parent-child	C1336529
C0003165	synergistic interaction	C0376358
C0405580	parent-child	C0342482
C0950121	expression present	C1335167
C0271468	ppi	C0014014
C2930842	parent-child	C1835450
C1333422	parent-child	C0220633
C0043395	expression present	C1527407
C0031306	expression present	C0265292
C1956346	associated with	C0155016
C0265345	expression present	C0152013
C0340491	parent-child	C1867299
C0265492	expression present	C1145628
C0043346	expression present	C1335749
C3808300	associated with	C0041333
C0035244	ppi	C0030470
C0019112	off-label use	C0002994
C2936741	expression present	C0024106
C2936741	expression present	C1851377
C0030482	interacts with	C1145670
C2237660	interacts with	C0206681
C0936223	associated with	C0156265
C0035920	synergistic interaction	C2931317
C1263900	parent-child	C3554605
C1335167	parent-child	C1518233
C0206737	parent-child	C1515292
C1368918	parent-child	C1335177
C0040147	synergistic interaction	C0011581
C0497556	parent-child	C0086692
C0796089	parent-child	C0398368
C0006826	parent-child	C0936282
C0854215	parent-child	C0085437
C0023798	synergistic interaction	C0030920
C1861172	interacts with	C1863204
C0020097	expression present	C0026705
C0016667	expression present	C0037974
C0238348	interacts with	C0948752
C4273714	associated with	C0038362
C0795864	synergistic interaction	C0040156
C3809910	parent-child	C0497552
C0175999	synergistic interaction	C0011849
C0043346	expression present	C5561980
C0266010	parent-child	C4510249
C0043388	expression present	C0264882
C0029899	parent-child	C0029411
C0017601	synergistic interaction	C0008677
C0409959	expression present	C0265492
C0022658	parent-child	C0022667
C0410787	parent-child	C2674173
C1833213	expression present	C1145628
C0019247	parent-child	C1866053
C0038018	associated with	C0019569
C1842402	parent-child	C0265428
C0854196	interacts with	C0346019
C0586989	associated with	C4225254
C0149782	parent-child	C1335100
C0019247	parent-child	C1833117
C1333477	parent-child	C0280334
C0080178	contraindication	C0014868
C0032285	associated with	C5680024
C0027528	associated with	C5886774
C4505072	parent-child	C0014544
C0040147	synergistic interaction	C0029899
C0003486	expression present	C2909036
C0345904	associated with	C0015423
C0036472	associated with	C0376358
C1833511	parent-child	C2750066
C0027059	expression present	C0432269
C0043346	expression present	C0745176
C0023418	associated with	C1861329
C0263637	parent-child	C4721404
C2350621	expression present	C0026705
C1849508	parent-child	C0035344
C5436747	associated with	C0019064
C0016667	expression present	C0848558
C0022802	parent-child	C0553723
C0398623	expression present	C2909036
C0021053	associated with	C1458155
C5436739	parent-child	C0019247
C0011881	interacts with	C3809250
C0265090	synergistic interaction	C0023418
C4707726	parent-child	C1292754
C0025237	parent-child	C0410787
C0878544	synergistic interaction	C0035078
C0265492	expression present	C0263316
C0028754	expression present	C0043388
C0155388	expression present	C0265345
C0039082	expression present	C0027059
C0015424	parent-child	C0037286
C0950121	expression present	C0027932
C5561960	parent-child	C5543027
C5436638	parent-child	C0497552
C0685838	expression present	C0013395
C0018021	interacts with	C1334255
C5567486	parent-child	C1854104
C5442005	expression present	C0041825
C5399823	associated with	C0018190
C1832439	parent-child	C4274494
C0405580	expression present	C0027059
C0013393	interacts with	C1704272
C5442005	expression present	C0596170
C1860212	interacts with	C0496842
C0026272	interacts with	C0280333
C0042974	contraindication	C0007222
C0022577	expression present	C0220754
C0858252	expression present	C0265292
C4748869	parent-child	C3281089
C0006277	synergistic interaction	C4749920
C4014708	parent-child	C0019247
C0334298	interacts with	C0038218
C0265388	parent-child	C1850568
C4706258	synergistic interaction	C0795864
C0267792	ppi	C0005750
C0002438	synergistic interaction	C0021831
C0406585	interacts with	C1328479
C0282207	expression present	C0155016
C0023418	synergistic interaction	C1510472
C0032310	synergistic interaction	C0014733
C0339277	parent-child	C0019247
C0002881	synergistic interaction	C0153594
C0004610	expression present	C1857663
C0338113	parent-child	C1519849
C0024205	synergistic interaction	C0020217
C0032064	expression present	C3266843
C0026705	expression present	C0242216
C0278620	parent-child	C1843264
C0011206	expression present	C0950121
C0032285	synergistic interaction	C0014852
C0014733	synergistic interaction	C0038525
C0685838	expression present	C0003493
C0042870	synergistic interaction	C0349557
C5547641	parent-child	C0016788
C2909036	expression present	C0812413
C0040156	contraindication	C0028790
C0014867	expression present	C4225396
C0007528	expression present	C2676770
C3276314	expression present	C0028860
C0003615	synergistic interaction	C2931317
C0023798	synergistic interaction	C0034494
C0086588	synergistic interaction	C0032285
C0795917	synergistic interaction	C0019348
C3887926	expression present	C0043459
C0028860	expression absent	C1851428
C1709656	associated with	C3544321
C0004692	expression present	C0265292
C4225295	parent-child	C1845668
C1302995	expression present	C0011581
C1833213	expression present	C0152013
C0392439	associated with	C0004030
C1856476	phenotype present	C0002395
C0265090	expression present	C4708600
C1519710	parent-child	C1333763
C0017665	expression present	C0037231
C1840404	parent-child	C0268419
C0023448	synergistic interaction	C0007787
C0268134	parent-child	C5399761
C0079744	expression present	C0015773
C0031117	parent-child	C2748363
C0038018	associated with	C0024713
C1833213	expression present	C3714644
C0011848	off-label use	C0154073
C1868309	parent-child	C0497549
C1857663	expression present	C0751964
C0549613	expression present	C0028860
C2931422	expression present	C1257958
C0004096	synergistic interaction	C0037199
C0004030	associated with	C0013426
C1332312	parent-child	C1334560
C0149881	synergistic interaction	C0155862
C0011615	synergistic interaction	C0149931
C0040196	associated with	C5886841
C0238378	parent-child	C2350236
C0432487	expression present	C0263313
C5680374	parent-child	C4505102
C0026705	expression present	C0037199
C0936223	expression present	C2936741
C3809299	parent-child	C3151201
C5442005	expression present	C0012546
C0282550	interacts with	C1333966
C0399378	expression present	C0019064
C5680285	parent-child	C1838327
C0015414	expression present	C0009714
C2987241	parent-child	C0007095
C0021345	expression present	C0238062
C0007102	contraindication	C0003851
C1275226	interacts with	C0026764
C2237660	associated with	C0398791
C0039614	interacts with	C1377844
C0009402	associated with	C0033999
C0410787	parent-child	C0220686
C4225230	parent-child	C0410203
C0853697	contraindication	C0002390
C0152221	expression present	C0043346
C0334312	interacts with	C0340569
C2936741	expression present	C0005750
C0028945	interacts with	C0280333
C0019247	parent-child	C4693325
C0001418	parent-child	C1334920
C0019247	parent-child	C1857533
C5779547	parent-child	C0018081
C0342907	expression present	C0027962
C0035204	contraindication	C0005940
C0027134	parent-child	C0041825
C0280333	interacts with	C0278650
C0004096	synergistic interaction	C0040147
C1834935	parent-child	C1266177
C1863959	parent-child	C0852036
C1848201	parent-child	C4284594
C0206685	interacts with	C0519037
C0009714	expression present	C0001261
C5687848	parent-child	C0342841
C0005426	ppi	C0026640
C0021831	synergistic interaction	C0014852
C0349557	synergistic interaction	C0023643
C0268542	expression present	C0265233
C2937358	indication	C0030757
C0236099	ppi	C0152221
C0812413	expression present	C0022577
C0004030	expression present	C1302995
C1335504	parent-child	C0018923
C1833213	expression present	C0151779
C0030809	expression present	C0016667
C0026847	expression present	C0265292
C0016867	parent-child	C0265965
C1520069	parent-child	C0155671
C0030567	synergistic interaction	C0026769
C0001824	contraindication	C0037118
C0030579	associated with	C0029463
C1370800	parent-child	C5436747
C0751965	expression present	C2909036
C5886841	contraindication	C0020649
C0007222	synergistic interaction	C0022568
C4084841	parent-child	C2750786
C0149881	synergistic interaction	C0017601
C0347509	interacts with	C0155365
C0005741	expression present	C5442005
C0019159	ppi	C1274743
C0399378	expression present	C0008479
C0037231	expression present	C0003486
C0020217	synergistic interaction	C0015464
C0178426	parent-child	C0079924
C0270075	expression present	C0282207
C0269043	interacts with	C1861329
C0694457	parent-child	C0005941
C1266027	parent-child	C1332257
C0236642	expression present	C0432487
C0029291	indication	C0154199
C1333438	parent-child	C0023440
C0854328	parent-child	C0001255
C1335409	parent-child	C1332535
C0334525	parent-child	C0334523
C0021390	expression present	C0432487
C1260325	interacts with	C2699747
C4708600	expression present	C0206751
C0012546	interacts with	C0206686
C0154741	synergistic interaction	C0149931
C1851376	expression present	C0342907
C4749400	associated with	C0007286
C4274424	associated with	C0009375
C0043167	interacts with	C0001418
C3810053	parent-child	C0027672
C0221052	ppi	C0040584
C0346787	interacts with	C0025149
C1833213	expression present	C0022893
C0042133	contraindication	C5680024
C0848558	expression present	C0399378
C0018920	parent-child	C0600502
C0431693	synergistic interaction	C0154073
C0031350	synergistic interaction	C0003175
C0238183	expression present	C0265345
C0036133	interacts with	C0206743
C0302313	contraindication	C0153465
C0206667	interacts with	C1519866
C0156264	synergistic interaction	C0041227
C0014065	parent-child	C0266456
C0006413	associated with	C4707228
C0948216	associated with	C0036231
C0156264	off-label use	C0027709
C0280470	parent-child	C1266005
C3809483	expression present	C2676770
C0206651	expression present	C0432487
C0206611	interacts with	C5830574
C0496892	parent-child	C0334039
C0917813	parent-child	C1960883
C0346154	expression present	C4708600
C0005716	associated with	C0272126
C0035204	synergistic interaction	C0265090
C0346153	associated with	C0040136
C0021053	contraindication	C0029172
C5442005	expression present	C0405580
C1708350	expression absent	C0013295
C0011206	expression present	C0022577
C0043346	expression present	C0016627
C0030353	parent-child	C0030354
C0004779	expression present	C0334266
C0347524	parent-child	C0014132
C0858252	expression present	C2931422
C0153465	interacts with	C0339121
C1843225	parent-child	C0027983
C0043346	expression present	C5680196
C0041321	synergistic interaction	C0751941
C4707822	associated with	C0019064
C1319317	interacts with	C0004576
C4721549	parent-child	C0023418
C1269683	interacts with	C4225396
C0869532	expression absent	C0028860
C3275954	parent-child	C1859754
C0043388	expression present	C0020295
C0027059	expression present	C1833213
C0004030	associated with	C1706762
C0085605	contraindication	C0035078
C4225396	expression present	C0010631
C0039082	parent-child	C0086795
C0343073	parent-child	C1860238
C5566334	interacts with	C0038454
C0006142	associated with	C2239176
C1266144	associated with	C0003873
C0020676	expression present	C1708350
C0270860	parent-child	C1258034
C0022408	indication	C0013884
C2697447	parent-child	C0019247
C0153575	parent-child	C0153579
C0018213	expression present	C0001627
C0271100	parent-child	C0022078
C4518821	synergistic interaction	C0005684
C1290884	parent-child	C0024894
C0948632	parent-child	C5680872
C0151436	parent-child	C0011615
C2931038	associated with	C0936223
C0265233	expression present	C0917801
C0032243	parent-child	C0032302
C3266843	expression present	C0525045
C1264605	parent-child	C0001849
C0014761	synergistic interaction	C0007787
C4708600	expression present	C3544321
C3150902	associated with	C0038525
C0346156	synergistic interaction	C0029899
C0041325	ppi	C0243010
C0020676	expression present	C0004779
C0005684	synergistic interaction	C0026265
C0155561	synergistic interaction	C0154741
C4225396	interacts with	C0037650
C5979921	parent-child	C3501611
C3266843	expression present	C1266177
C4721555	expression present	C0694550
C2138440	associated with	C0948752
C0497552	parent-child	C2931246
C0001627	expression present	C0030286
C0011849	contraindication	C1510472
C4707232	parent-child	C3280031
C0398695	interacts with	C0206681
C0398623	expression present	C0238062
C0020072	expression present	C0221045
C0023798	synergistic interaction	C0005684
C0154260	parent-child	C1514284
C0280333	interacts with	C0000880
C0002395	phenotype present	C4013764
C0950121	expression present	C0030469
C0021831	synergistic interaction	C0153494
C0334660	associated with	C3544321
C0013295	synergistic interaction	C0018801
C0751882	expression present	C0153465
C0041321	synergistic interaction	C0018081
C0027709	parent-child	C0006663
C0206706	interacts with	C1333783
C0282488	expression present	C2931422
C0751774	expression present	C0009714
C0341245	parent-child	C0013298
C0034345	parent-child	C1855553
C0220987	parent-child	C5681710
C0041315	expression present	C0009714
C1836727	parent-child	C1292754
C0282612	associated with	C0003952
C4708600	expression present	C1257809
C0036391	associated with	C0030579
C0042870	synergistic interaction	C0149881
C0043395	expression present	C0015674
C0021831	parent-child	C5567651
C0280324	associated with	C0025500
C0035204	synergistic interaction	C0042109
C1744559	parent-child	C2930953
C1257958	expression present	C3266843
C1334655	parent-child	C1334682
C0029421	interacts with	C0456498
C0280333	interacts with	C0936223
C3495919	expression present	C1708350
C0346326	expression present	C0282207
C2607914	synergistic interaction	C0155561
C0339543	parent-child	C0796072
C0017661	interacts with	C0206699
C0851578	expression present	C2931422
C0342471	parent-child	C1266194
C0007131	associated with	C0751362
C0027059	expression present	C0014117
C0080178	indication	C0031037
C2909036	expression present	C0278650
C0950121	expression present	C0038165
C0751690	associated with	C0279626
C4022677	parent-child	C0029261
C0011849	synergistic interaction	C0004153
C0022577	expression present	C0206669
C0175999	synergistic interaction	C0497552
C0153439	parent-child	C0007102
C3544321	associated with	C0024121
C0220692	parent-child	C0339820
C0036220	synergistic interaction	C0003615
C1857663	expression present	C1510429
C0006181	ppi	C0020097
C0153398	ppi	C0007117
C0342907	expression present	C0936223
C4733095	expression present	C0009714
C4087174	parent-child	C0852077
C0265233	expression present	C0162871
C0085292	interacts with	C0026010
C0028945	interacts with	C0017661
C1840388	associated with	C1838244
C0010054	contraindication	C0086543
C0600503	parent-child	C0005779
C0006826	off-label use	C0024198
C0027654	expression present	C1833213
C0027051	associated with	C0026847
C0003872	expression present	C0001627
C0341503	ppi	C0014130
C4707822	associated with	C1301363
C0009443	indication	C0030567
C0349557	synergistic interaction	C0035204
C0001627	expression present	C0024534
C0751937	parent-child	C0006111
C1970161	parent-child	C4021780
C0035021	synergistic interaction	C0020217
C3266843	expression present	C5543591
C2931603	parent-child	C0026755
C0155671	contraindication	C0034223
C0265492	expression present	C0020413
C0018799	expression present	C0001627
C0014850	parent-child	C2931494
C0013295	synergistic interaction	C4021794
C0030807	parent-child	C0019343
C0037275	parent-child	C0022595
C0018915	parent-child	C1304512
C0001418	interacts with	C5200934
C0008677	associated with	C0270824
C0015773	expression present	C0014057
C4708600	expression present	C0264882
C0280333	interacts with	C1861172
C0014852	synergistic interaction	C0041321
C0270857	parent-child	C0270824
C0032002	expression present	C2936741
C1860518	parent-child	C0027031
C0033999	associated with	C0376358
C0005750	ppi	C0149654
C1269683	associated with	C3810055
C0796160	expression present	C0393576
C4706258	synergistic interaction	C0021345
C0153467	interacts with	C0221052
C0020538	contraindication	C0080178
C3838927	parent-child	C0265912
C1153706	ppi	C0020097
C0036133	interacts with	C0205645
C0043459	expression present	C0015423
C4706258	synergistic interaction	C0040156
C0265492	expression present	C0343641
C2675229	indication	C0023510
C0001627	expression present	C0003504
C0751941	contraindication	C0008370
C0750887	contraindication	C0042842
C0040558	associated with	C0887900
C0752347	expression present	C0265233
C2314897	parent-child	C0334245
C0265233	expression present	C0282616
C0043388	expression present	C0023465
C1274743	expression present	C0432487
C1832472	parent-child	C0342841
C0151864	parent-child	C0852036
C1332949	parent-child	C1519823
C0270891	ppi	C0497549
C0860580	associated with	C1518693
C5679583	parent-child	C0334674
C1519823	interacts with	C0085253
C0546959	interacts with	C0154892
C0005681	expression present	C1708350
C0009714	expression present	C0028754
C0027672	parent-child	C1847319
C0034887	parent-child	C1335679
C0280803	contraindication	C2931317
C4303527	parent-child	C4747743
C0699885	associated with	C0026640
C0410787	parent-child	C5680035
C0007222	synergistic interaction	C0349557
C0018987	parent-child	C5680277
C0205698	expression present	C1302995
C0346109	expression present	C0016667
C0206706	associated with	C0085110
C4225234	parent-child	C5680623
C0004943	expression present	C0043395
C1860119	parent-child	C5680372
C3245525	parent-child	C0038463
C1850709	parent-child	C0263428
C1368404	expression present	C1833213
C0024623	associated with	C1266042
C0043459	expression present	C0409959
C1853942	parent-child	C1264610
C0035436	synergistic interaction	C0175999
C0023418	synergistic interaction	C0002390
C0155765	synergistic interaction	C0007115
C0019247	parent-child	C5394137
C3266843	expression present	C5680095
C0009714	expression present	C3649636
C0026708	parent-child	C1860118
C2936741	expression present	C0677607
C5442005	expression present	C0206067
C0020224	synergistic interaction	C0035436
C0376549	expression present	C0265292
C0266463	parent-child	C5680525
C0265374	parent-child	C5680710
C0376480	contraindication	C4025822
C0027881	parent-child	C1290884
C0019112	expression present	C0265492
C2677565	interacts with	C0024534
C1334438	parent-child	C0023798
C0032131	interacts with	C4014488
C0037050	interacts with	C0010606
C0022577	expression present	C0004153
C0859920	parent-child	C2959585
C0030807	indication	C0080178
C0029888	indication	C1858751
C0268581	parent-child	C0026755
C4708600	expression present	C0024899
C0004114	associated with	C1332876
C0038525	expression present	C0037231
C0035078	synergistic interaction	C0002881
C4287868	parent-child	C4289585
C0271375	parent-child	C0151311
C0011849	associated with	C1257877
C3280378	parent-child	C4747743
C0751882	expression present	C0751583
C0346249	parent-child	C0279702
C0018801	synergistic interaction	C0154073
C0280333	interacts with	C0220621
C2931317	synergistic interaction	C0032987
C0684743	expression present	C0004779
C0001430	parent-child	C1368683
C0175713	parent-child	C3807327
C0271333	interacts with	C0080178
C0751882	expression present	C0038358
C0019247	parent-child	C1848532
C1879321	associated with	C0006413
C0007112	associated with	C0004114
C0271384	parent-child	C0028738
C0014747	synergistic interaction	C0032310
C0021053	synergistic interaction	C0034494
C0026414	parent-child	C0029182
C0206629	expression present	C0027059
C2909036	expression present	C1260326
C1292769	interacts with	C0011813
C0155765	synergistic interaction	C1135868
C0022541	expression present	C0206651
C0024117	synergistic interaction	C0022568
C0432487	expression present	C1706410
C0476254	ppi	C0020097
C1335340	parent-child	C0854995
C0024225	expression present	C3266843
C0270075	expression present	C0751882
C0001344	expression present	C0342907
C0263479	interacts with	C0376549
C0000833	expression present	C0043459
C1275236	parent-child	C0729734
C0035204	synergistic interaction	C0024205
C0020635	interacts with	C4225396
C4509840	parent-child	C4267893
C2676770	expression present	C0042900
C0152013	associated with	C3544321
C0238190	expression present	C0028860
C0264439	synergistic interaction	C0006826
C4310627	parent-child	C0497552
C1335563	parent-child	C1520093
C0349515	interacts with	C0344774
C2752042	parent-child	C0039082
C2711630	associated with	C1412016
C5680182	associated with	C0022904
C1832244	parent-child	C1832826
C0004030	associated with	C0031511
C0018802	indication	C0154073
C5679636	parent-child	C0751691
C0043325	parent-child	C5543622
C0029182	synergistic interaction	C0699889
C0242379	parent-child	C0549471
C3839578	parent-child	C0001418
C0014117	ppi	C3278302
C0917801	expression present	C0004779
C0154830	expression present	C0265492
C4225396	expression present	C0040262
C1291329	associated with	C0158570
C0272064	parent-child	C0156147
C0043388	expression present	C0036337
C1336895	parent-child	C1335328
C0009375	expression present	C0022577
C0751965	expression present	C1857663
C0004779	expression present	C0029422
C0265213	parent-child	C4551551
C0206684	associated with	C0009319
C0024205	synergistic interaction	C0001546
C0206623	parent-child	C1335894
C3501611	interacts with	C0002894
C0035204	synergistic interaction	C0023643
C5975578	parent-child	C0266004
C0029291	expression present	C1857663
C0265492	expression present	C0206651
C1332919	parent-child	C0014836
C0349506	interacts with	C0280333
C0085437	synergistic interaction	C0031350
C0282612	expression present	C0022541
C4013764	parent-child	C0019247
C0033804	expression present	C0685838
C1334551	parent-child	C1334549
C0003873	expression present	C0265492
C0242172	parent-child	C0269032
C0085253	expression absent	C2909036
C1275685	interacts with	C0948752
C0042075	parent-child	C2746066
C0029291	synergistic interaction	C0026780
C0008354	synergistic interaction	C1510472
C0025164	contraindication	C1135868
C0018889	parent-child	C0027583
C0476254	expression present	C1708350
C1334277	expression present	C0028860
C5680507	synergistic interaction	C0014747
C0040584	interacts with	C2931202
C0040592	synergistic interaction	C0029291
C1319315	associated with	C0238196
C1876214	expression present	C0432487
C0019247	parent-child	C1862380
C2607914	synergistic interaction	C0206754
C0032285	associated with	C0860207
C0029291	ppi	C0153405
C0700299	expression present	C1833213
C0221002	expression present	C0342907
C0497552	parent-child	C1848599
C1835814	parent-child	C0432443
C2751651	parent-child	C0036996
C1833699	parent-child	C1970472
C0265292	expression present	C0263316
C0524909	expression present	C0265492
C5680987	interacts with	C0036920
C0266039	interacts with	C3714644
C0019247	parent-child	C1863617
C0347208	parent-child	C0496858
C2909036	expression present	C0026010
C0037274	associated with	C4048549
C1332140	interacts with	C0334471
C0032927	parent-child	C5817154
C0017152	expression present	C0022577
C0030327	parent-child	C0406636
C0155582	parent-child	C0018802
C0033860	synergistic interaction	C0008350
C0265492	expression present	C0341106
C0280333	interacts with	C0031099
C0399378	expression present	C0752347
C0154747	synergistic interaction	C0018099
C0026705	expression present	C0030297
C0022577	expression present	C3649636
C0001906	parent-child	C1334679
C0026705	expression present	C4551683
C0039082	parent-child	C0026766
